1.826558E+0	2.074415E+0	2.321921E+0	2.571238E+0	2.818355E+0	3.068590E+0	3.316687E+0	3.567291E+0	3.815342E+0	4.063772E+0	4.312546E+0	4.561781E+0	4.810110E+0	5.062554E+0	5.309422E+0	5.557371E+0	5.803240E+0	6.050403E+0	6.300018E+0	6.546905E+0	6.797158E+0	7.044515E+0	7.292447E+0	7.537178E+0	7.790049E+0	8.033596E+0	8.282563E+0	8.530384E+0	8.777224E+0	9.022197E+0	9.271331E+0
1.823931E+0	2.075849E+0	2.322050E+0	2.571239E+0	2.819281E+0	3.071419E+0	3.317519E+0	3.565830E+0	3.815639E+0	4.066825E+0	4.314395E+0	4.562003E+0	4.810646E+0	5.059807E+0	5.307276E+0	5.555808E+0	5.804277E+0	6.050654E+0	6.302997E+0	6.546969E+0	6.794975E+0	7.044377E+0	7.292068E+0	7.539916E+0	7.786988E+0	8.036935E+0	8.280557E+0	8.529737E+0	8.775957E+0	9.025803E+0	9.271007E+0
1.824135E+0	2.073601E+0	2.322910E+0	2.570193E+0	2.822259E+0	3.072057E+0	3.320479E+0	3.568854E+0	3.815823E+0	4.063320E+0	4.314590E+0	4.565046E+0	4.813163E+0	5.060464E+0	5.309672E+0	5.557852E+0	5.803953E+0	6.051319E+0	6.298308E+0	6.549780E+0	6.796556E+0	7.045255E+0	7.293575E+0	7.539841E+0	7.789345E+0	8.035964E+0	8.283636E+0	8.530912E+0	8.777447E+0	9.025110E+0	9.270618E+0
1.825966E+0	2.075858E+0	2.323308E+0	2.573033E+0	2.821324E+0	3.067239E+0	3.318805E+0	3.566838E+0	3.816517E+0	4.067019E+0	4.315625E+0	4.562817E+0	4.811886E+0	5.062610E+0	5.308728E+0	5.556808E+0	5.804322E+0	6.052365E+0	6.301017E+0	6.549235E+0	6.799073E+0	7.046485E+0	7.295786E+0	7.541063E+0	7.790881E+0	8.035751E+0	8.282259E+0	8.531513E+0	8.776216E+0	9.024065E+0	9.273846E+0
1.827529E+0	2.075895E+0	2.323955E+0	2.573995E+0	2.820482E+0	3.073325E+0	3.320932E+0	3.567670E+0	3.815268E+0	4.066066E+0	4.316661E+0	4.563677E+0	4.813226E+0	5.060621E+0	5.312816E+0	5.556854E+0	5.806903E+0	6.053826E+0	6.300888E+0	6.548348E+0	6.798240E+0	7.046957E+0	7.292410E+0	7.539648E+0	7.786683E+0	8.038517E+0	8.281704E+0	8.531429E+0	8.779343E+0	9.027043E+0	9.273596E+0
1.827742E+0	2.075682E+0	2.326730E+0	2.572515E+0	2.821537E+0	3.071281E+0	3.320461E+0	3.569141E+0	3.817617E+0	4.065595E+0	4.315320E+0	4.563853E+0	4.812653E+0	5.063914E+0	5.308331E+0	5.557380E+0	5.806265E+0	6.054650E+0	6.302553E+0	6.551622E+0	6.799969E+0	7.046023E+0	7.294768E+0	7.539916E+0	7.789189E+0	8.036657E+0	8.284422E+0	8.531318E+0	8.779500E+0	9.026025E+0	9.273051E+0
1.829758E+0	2.075784E+0	2.324186E+0	2.574558E+0	2.820843E+0	3.070948E+0	3.318694E+0	3.568780E+0	3.817849E+0	4.068073E+0	4.316680E+0	4.563566E+0	4.812348E+0	5.062610E+0	5.311216E+0	5.557187E+0	5.807560E+0	6.054511E+0	6.302719E+0	6.550031E+0	6.797444E+0	7.046430E+0	7.293001E+0	7.541488E+0	7.788920E+0	8.039163E+0	8.283127E+0	8.532290E+0	8.777077E+0	9.025369E+0	9.275159E+0
1.827520E+0	2.077541E+0	2.325426E+0	2.573893E+0	2.825375E+0	3.073019E+0	3.322282E+0	3.569205E+0	3.821354E+0	4.068000E+0	4.314950E+0	4.566007E+0	4.812116E+0	5.060455E+0	5.309385E+0	5.560229E+0	5.806264E+0	6.053095E+0	6.302313E+0	6.549097E+0	6.799895E+0	7.046930E+0	7.294167E+0	7.542654E+0	7.789920E+0	8.037499E+0	8.284644E+0	8.533168E+0	8.780868E+0	9.025748E+0	9.273633E+0
1.828907E+0	2.076283E+0	2.329828E+0	2.573754E+0	2.820917E+0	3.071679E+0	3.319249E+0	3.567078E+0	3.820447E+0	4.066501E+0	4.318141E+0	4.565943E+0	4.813301E+0	5.063831E+0	5.311910E+0	5.558592E+0	5.806218E+0	6.055639E+0	6.302673E+0	6.552000E+0	6.801153E+0	7.048650E+0	7.294982E+0	7.544198E+0	7.792490E+0	8.039192E+0	8.284950E+0	8.531373E+0	8.779046E+0	9.027366E+0	9.274854E+0
1.828777E+0	2.077809E+0	2.325870E+0	2.573449E+0	2.823933E+0	3.074166E+0	3.324613E+0	3.570352E+0	3.818773E+0	4.068619E+0	4.317068E+0	4.563843E+0	4.814725E+0	5.062462E+0	5.312252E+0	5.559942E+0	5.808716E+0	6.056490E+0	6.303653E+0	6.552121E+0	6.800154E+0	7.046810E+0	7.293437E+0	7.544550E+0	7.790844E+0	8.039793E+0	8.284562E+0	8.531254E+0	8.780757E+0	9.028698E+0	9.273735E+0
